,classifier,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
accuracy,0.8022388059701493,0.8208955223880597,0.8171641791044776,0.8208955223880597,0.8171641791044776,0.8059701492537313,0.7985074626865671,0.7985074626865671,0.7985074626865671,0.8022388059701493,0.8022388059701493
f1,0.7165775401069518,0.7525773195876289,0.7407407407407408,0.7500000000000001,0.7407407407407408,0.7204301075268816,0.7127659574468087,0.7127659574468087,0.7127659574468087,0.7165775401069518,0.7165775401069518
statistical_parity_difference,-0.7968968664435656,-0.8216610891390326,-0.8016428354122299,-0.8006084575600851,-0.8016428354122299,-0.7863705506540919,-0.8074231822330392,-0.8074231822330392,-0.8074231822330392,-0.7968968664435656,-0.7968968664435656
equal_opportunity_difference,-0.7647058823529411,-0.7205882352941178,-0.7647058823529411,-0.75,-0.7647058823529411,-0.7647058823529411,-0.7647058823529411,-0.7647058823529411,-0.7647058823529411,-0.7647058823529411,-0.7647058823529411
average_abs_odds_difference,0.6935706336891272,0.6900303286782339,0.6750521151706086,0.6641020516919798,0.6750521151706086,0.6750521151706086,0.7120891522076456,0.7120891522076456,0.7120891522076456,0.6935706336891272,0.6935706336891272
disparate_impact,-3.1771030861362046,-2.821030733357617,-3.0355311885158063,-2.7966392802334576,-3.0355311885158063,-3.164364060358775,-3.1896818683430648,-3.1896818683430648,-3.1896818683430648,-3.1771030861362046,-3.1771030861362046
theil_index,0.16494957325221227,0.140118840787991,0.1507477057716296,0.14328335829753652,0.1507477057716296,0.16379407920476285,0.16608008689339332,0.16608008689339332,0.16608008689339332,0.16494957325221227,0.16494957325221227
